motion_planner,time_to_compute_path
AStarPlanner,0.0070018768310546875
AStarPlanner,0.0050008296966552734
AStarPlanner,0.00600123405456543
AStarPlanner,0.002000570297241211
AStarPlanner,0.004001617431640625
AStarPlanner,0.013002634048461914
AStarPlanner,0.00800180435180664
AStarPlanner,0.004000663757324219
AStarPlanner,0.0020008087158203125
AStarPlanner,0.009001731872558594
AStarPlanner,0.0030012130737304688
AStarPlanner,0.0050013065338134766
AStarPlanner,0.0020003318786621094
AStarPlanner,0.017003297805786133
AStarPlanner,0.009001493453979492
AStarPlanner,0.0060024261474609375
AStarPlanner,0.006000518798828125
AStarPlanner,0.005001068115234375
AStarPlanner,0.0040013790130615234
AStarPlanner,0.005000591278076172
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0010004043579101562
AStarPlanner,0.0
AStarPlanner,0.0010001659393310547
AStarPlanner,0.0009999275207519531
AStarPlanner,0.010002613067626953
AStarPlanner,0.004000663757324219
AStarPlanner,0.0009996891021728516
AStarPlanner,0.006001710891723633
AStarPlanner,0.004000663757324219
AStarPlanner,0.0010006427764892578
AStarPlanner,0.011002302169799805
AStarPlanner,0.0050008296966552734
AStarPlanner,0.0010001659393310547
AStarPlanner,0.0010001659393310547
AStarPlanner,0.005001068115234375
AStarPlanner,0.0010004043579101562
AStarPlanner,0.0050008296966552734
AStarPlanner,0.003000497817993164
AStarPlanner,0.007001638412475586
AStarPlanner,0.00600123405456543
AStarPlanner,0.00800180435180664
AStarPlanner,0.007001399993896484
AStarPlanner,0.006001472473144531
AStarPlanner,0.0010004043579101562
AStarPlanner,0.007001638412475586
AStarPlanner,0.0050013065338134766
AStarPlanner,0.009002208709716797
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.017003774642944336
AStarPlanner,0.0010004043579101562
AStarPlanner,0.017003774642944336
AStarPlanner,0.0
AStarPlanner,0.017003774642944336
AStarPlanner,0.0010001659393310547
AStarPlanner,0.017003774642944336
AStarPlanner,0.0
AStarPlanner,0.017003774642944336
AStarPlanner,0.017003774642944336
AStarPlanner,0.017004013061523438
AStarPlanner,0.017003774642944336
AStarPlanner,0.017004728317260742
AStarPlanner,0.017002344131469727
AStarPlanner,0.01700425148010254
AStarPlanner,0.011002540588378906
AStarPlanner,0.01600360870361328
AStarPlanner,0.0010001659393310547
AStarPlanner,0.017003774642944336
AStarPlanner,0.017003536224365234
AStarPlanner,0.003001689910888672
AStarPlanner,0.017002582550048828
AStarPlanner,0.002001047134399414
AStarPlanner,0.008002042770385742
AStarPlanner,0.011002779006958008
AStarPlanner,0.01600360870361328
AStarPlanner,0.015003442764282227
AStarPlanner,0.01700425148010254
AStarPlanner,0.0010001659393310547
AStarPlanner,0.015003204345703125
AStarPlanner,0.0030007362365722656
AStarPlanner,0.013002872467041016
AStarPlanner,0.0070018768310546875
AStarPlanner,0.002000093460083008
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0010001659393310547
AStarPlanner,0.016003847122192383
AStarPlanner,0.003000020980834961
AStarPlanner,0.0050013065338134766
AStarPlanner,0.0010006427764892578
AStarPlanner,0.005001544952392578
AStarPlanner,0.008002042770385742
AStarPlanner,0.008002281188964844
AStarPlanner,0.006001472473144531
AStarPlanner,0.006000995635986328
AStarPlanner,0.007001638412475586
AStarPlanner,0.006001472473144531
AStarPlanner,0.006001472473144531
AStarPlanner,0.0020003318786621094
AStarPlanner,0.005001068115234375
AStarPlanner,0.013002872467041016
AStarPlanner,0.007001399993896484
AStarPlanner,0.003000020980834961
AStarPlanner,0.002000570297241211
AStarPlanner,0.008001089096069336
AStarPlanner,0.00400090217590332
AStarPlanner,0.0050013065338134766
AStarPlanner,0.0020003318786621094
AStarPlanner,0.022004365921020508
AStarPlanner,0.008001089096069336
AStarPlanner,0.0050013065338134766
AStarPlanner,0.005001068115234375
AStarPlanner,0.0050008296966552734
AStarPlanner,0.00400090217590332
AStarPlanner,0.004000663757324219
AStarPlanner,0.006000995635986328
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
AStarPlanner,0.0
